bundle,pearson arousal,pearson valence,ccc arousal,ccc valence
female1_angry_10a_1,0.2755309156219058,-0.31729241945502795,0.008188861861315275,-0.022381210687799007
female1_angry_11a_1,0.15967836454122847,0.5977816293392079,0.003199465326994462,0.0408215306035196
female1_angry_12a_1,-0.33562613918905015,0.6224554040375326,-0.01668436900167606,0.03925506464380531
female1_angry_13a_1,-0.4072015995710362,0.481245905964243,-0.004502711532562106,0.01753751300997396
female1_angry_14a_1,0.47095257098688725,-0.1615523245148984,0.009275995581207442,-0.0075140164271238746
female1_angry_15a_1,0.7567119174813168,-0.1286281456619546,0.013563698450253693,-0.0035429494990792333
female1_angry_1a_1,-0.46234490801615497,0.5364732679634688,-0.007116469777144536,0.008931533604920333
female1_angry_2a_1,-0.34524760647022645,0.3012416470702524,-0.006346125374074504,0.005662336748727245
female1_angry_3a_1,-0.22312242384577716,-0.2529338354525725,-0.004553358623890951,-0.011296581700537586
female1_angry_4a_1,0.35098176069347836,0.4063570283814771,0.0029472801229662683,0.009929248374737566
female1_angry_5a_1,0.12086272549260804,-0.07124584171214082,0.0010922191763898619,-0.0015494147398244687
female1_angry_6a_1,-0.42287946901722745,-0.061920910195431556,-0.0022503234083951057,-0.0011391080761666468
female1_angry_7a_1,0.16672077760210552,0.1128143373481786,0.00648727602959013,0.001665833934579667
female1_angry_8a_1,-0.05365492151243747,0.36749682276644985,-0.0005420364599171336,0.027398944309298835
female1_angry_9a_1,-0.25366096940201227,0.2595468786743208,-0.004695827623793623,0.006628390586757149
female1_anxious_10a_1,-0.16580302674937125,-0.12864279334736534,-0.0013860141898410876,-0.007513385700904205
female1_anxious_11a_1,-0.4077975573735213,0.2571409386907913,-0.002852012200176577,0.22480163373433315
female1_anxious_12a_1,0.7406167819095401,-0.1679203363734239,0.009683113257357826,-0.01216887410555285
female1_anxious_13a_1,0.0723425020006876,0.020091178017759087,0.0009270121351046359,0.004101933097257971
female1_anxious_14a_1,0.2554275174423677,-0.06116257979554423,0.0022211530794522052,-0.0066536728699903205
female1_anxious_15a_1,0.5075970584832027,0.006812666505775087,0.006118128621238595,0.0011453373735325978
female1_anxious_1a_1,0.677471272270448,-0.4208366532379036,0.010115291516377753,-0.04377783625061532
female1_anxious_2a_1,0.1533795666331583,-0.3907405625254059,0.0009935188550323003,-0.026603304929207372
female1_anxious_3a_1,0.33377457112128,-0.48443342611745555,0.002601715893402319,-0.09013622713720444
female1_anxious_4a_1,-0.19721647969941364,-0.16648378896946997,-0.0018194873448028792,-0.020484134075844478
female1_anxious_5a_1,0.00012494551045879237,0.027118626580979976,9.02326406176257e-07,0.007244396349864782
female1_anxious_6a_1,0.10203263510963696,-0.01625757450623631,0.0011288434348549908,-0.0022034386185592284
female1_anxious_7a_1,-0.3850357741409695,-0.5890742990621578,-0.0035211387351967776,-0.08548511374206497
female1_anxious_8a_1,-0.2587312120857314,0.04577091076227175,-0.0033098859830783967,0.010517080786569738
female1_anxious_9a_1,0.15690043025597855,0.043443771146348134,0.0023934898936796836,0.00400269865776426
female1_apologetic_10a_1,0.12903410835456025,-0.15160296402806475,0.017858908753201105,-0.015684096902253714
female1_apologetic_11a_1,0.04781306743038983,-0.32240224018267116,0.005348599571891474,-0.02379623299351628
female1_apologetic_12a_1,0.08231375599143885,0.5965654520453283,0.002001941314770824,0.011969525438069239
female1_apologetic_13a_1,0.7247401831729359,-0.19734270500489304,0.0621042495568278,-0.005711206572826529
female1_apologetic_14a_1,0.2716958078006975,-0.2202541979364063,0.009000024290293358,-0.015873083192110938
female1_apologetic_15a_1,-0.5479232145416946,0.09446194295099168,-0.025488205347824314,0.004359532814582926
female1_apologetic_1a_1,0.5097560003263786,-0.6864061947056234,0.01700954711350539,-0.013873360934255029
female1_apologetic_2a_1,-0.030454037914796808,-0.33480975465299356,-0.0006791018561346286,-0.008650835047436061
female1_apologetic_3a_1,0.08401829227375827,0.29930092677335784,0.007720170035934776,0.021549178833613646
female1_apologetic_4a_1,-0.027561730597737477,0.31747312541554235,-0.0013850645341253382,0.012110630140347039
female1_apologetic_5a_1,0.6779766108332159,-0.4980236865633396,0.0521964782976791,-0.04029862318571928
female1_apologetic_6a_1,0.5049285257332262,-0.3257056038431595,0.011840349819383944,-0.025667600346990917
female1_apologetic_7a_1,0.32718225682485785,0.15721474887499995,0.017172230415544474,0.007160387100542432
female1_apologetic_8a_1,-0.37731467607241503,0.4080461067876901,-0.00926127162202879,0.020544992595395287
female1_apologetic_9a_1,0.6859162484438539,-0.23757078806476128,0.029366766894516585,-0.018641031074211823
female1_enthusiastic_10a_1,-0.2728932288172728,-0.4645804288579501,-0.011829684210186587,-0.009301316794405634
female1_enthusiastic_11a_1,-0.006949478105527969,-0.6564346547656632,-0.0010215862370849874,-0.010172247041893965
female1_enthusiastic_12a_1,0.3634192272030658,0.5900102433148994,0.03963462839836303,0.009380966566124182
female1_enthusiastic_13a_1,0.7228508452334887,-0.23716792471719264,0.028261131602765284,-0.0009619530131395237
female1_enthusiastic_14a_1,0.2357043466257106,0.11077323357434248,0.023192802239111188,0.001500876976591291
female1_enthusiastic_15a_1,0.027765271694154138,-0.3841406269119839,0.0016165826471828488,-0.005025722710304569
female1_enthusiastic_1a_1,0.55209425977742,0.008079465155595695,0.03447991148862799,0.00010656272815499747
female1_enthusiastic_2a_1,-0.3412212063020058,0.20654738216599022,-0.01092814710797106,0.004482288822684271
female1_enthusiastic_3a_1,0.04458870562885938,0.10192819751931217,0.0012919318894771355,0.002405165641842344
female1_enthusiastic_4a_1,0.670850510053365,-0.12820591819044913,0.03486761453306082,-0.0006643699597666455
female1_enthusiastic_5a_1,0.5710313050347899,0.4559151534137824,0.05243302837855435,0.0023568600037732128
female1_enthusiastic_6a_1,0.39515528633367775,0.904968035819348,0.02773484685891368,0.0216637998772401
female1_enthusiastic_7a_1,-0.4778191205276447,-0.7259167776526217,-0.03383928016762034,-0.009233000991465444
female1_enthusiastic_8a_1,0.18463957017659186,-0.37299349470982374,0.008328645119220745,-0.004823352205622036
female1_enthusiastic_9a_1,0.2945180097552695,0.37026345568101393,0.021427428479020252,0.002707539024896923
female1_excited_10a_1,0.6409554535098975,0.07051683527653042,0.0036102149085546938,0.0003813121716352913
female1_excited_11a_1,0.2921077458253753,0.16251681032724985,0.005847952430485064,0.0008459306776820347
female1_excited_12a_1,-0.5714360598671319,0.3313583627599157,-0.0057380687000909356,0.0013497121730415822
female1_excited_13a_1,0.17929056233392007,-0.8558658360698341,0.0015092857944504297,-0.0037492206931621684
female1_excited_14a_1,-0.2175086962324579,0.46925108722516085,-0.0015739921717040739,0.0034106771644616183
female1_excited_15a_1,0.0550577090440799,-0.34808448524470437,0.0007284674507998435,-0.001729136854569899
female1_excited_1a_1,0.08326782240976527,0.11135645290398954,0.0013115720506098733,0.0005533331796516793
female1_excited_2a_1,0.08556594080581646,-0.6470362734204933,0.0015084129755791006,-0.006376966749279076
female1_excited_3a_1,-0.02110523153008515,0.5527124013983011,-0.0003785894427042995,0.0040545357599752665
female1_excited_4a_1,0.671343715240829,0.15845861934853067,0.010052232590385998,0.0010839945386468134
female1_excited_5a_1,0.30874897524882755,0.259265427739552,0.0063187822074589825,0.0013863757119781488
female1_excited_6a_1,-0.2892129674448973,-0.0522484753531474,-0.005540549791363519,-0.0002116479188766587
female1_excited_7a_1,0.4292089180063457,0.01741013651490047,0.00841336011477936,0.0003834748532457026
female1_excited_8a_1,-0.24690975045203836,0.24020993706024873,-0.0017279020791349277,0.0009657269493738875
female1_excited_9a_1,-0.3261321646171051,-0.3771806424382319,-0.007926935725504845,-0.0023042630953765968
female1_happy_10a_1,-0.15424441555618532,-0.37397326971814115,-0.022077960069188576,-0.002536648239595512
female1_happy_11a_1,0.6199731398610839,0.14469235303340455,0.09871997823117795,0.0005549754611853391
female1_happy_12a_1,0.052025925368086895,-0.3986844941107947,0.012671608418892569,-0.0014655551260060495
female1_happy_13a_1,-0.34380716402895095,0.5068790844176989,-0.03635611913512987,0.00519301728699135
female1_happy_14a_1,0.04539037170570156,0.29146154530602536,0.004183037018786148,0.0005754091421548126
female1_happy_15a_1,0.27981808529196356,0.13988781970148675,0.035392898367047766,0.0005660997151583566
female1_happy_1a_1,0.0464030797102099,-0.44419169641639633,0.0072645790222492755,-0.002641922913271975
female1_happy_2a_1,0.10845658938638497,0.31787670624756315,0.014927918028289435,0.00424958466816115
female1_happy_3a_1,0.36151055928563475,-0.20667315651895105,0.03079040376618527,-0.0007157414355337154
female1_happy_4a_1,0.3545040404380812,0.3091502510335627,0.026570042623042214,0.0011432896167264427
female1_happy_5a_1,0.6037864102641486,0.3076452802123878,0.039793656871319444,0.0007751991734845057
female1_happy_6a_1,0.8416395451560782,0.2805758234629041,0.12235870362119262,0.0037115452169456512
female1_happy_7a_1,0.3288621232969246,0.24750624137082863,0.04167283538332363,0.0014022829531499048
female1_happy_8a_1,0.6883197678154837,-0.25848913148980895,0.030853978332967106,-0.0009332683961434463
female1_happy_9a_1,0.20234231563499022,0.633136041543309,0.022513404868033868,0.0245781043028637
female1_neutral_10a_1,-0.15100575411078643,-0.1395946847823531,-0.017843568864503098,-0.014246467662511125
female1_neutral_11a_1,0.2863177063203231,0.5987211186261036,0.05261431758285875,0.054982720780659064
female1_neutral_12a_1,-0.06091586802494842,0.14657020603124277,-0.006237871109669803,0.01172745300124446
female1_neutral_13a_1,0.4688748591505679,0.5708294161385358,0.045973046712684144,0.030621054198627606
female1_neutral_14a_1,-0.2730854891816587,0.5935907595660298,-0.041895275036310936,0.028905114907884468
female1_neutral_15a_1,0.31255753811574133,0.2739430608620246,0.0349849430857757,0.04407985747974675
female1_neutral_1a_1,-0.43531036919291144,-0.13876520702706222,-0.12526582115779597,-0.013348037386465318
female1_neutral_2a_1,0.03924174994430636,,0.006731499197669927,
female1_neutral_3a_1,0.13135650769040794,0.05986207151409768,0.00862253317736858,0.0045666845801734515
female1_neutral_4a_1,0.4671326298401244,0.47808674403297824,0.051937366065392544,0.024387789223692644
female1_neutral_5a_1,-0.0992812019432844,-0.6380427047120508,-0.0055712704985292376,-0.049116305723646385
female1_neutral_6a_1,0.17853358459283253,-0.03472432497527834,0.04183325413365986,-0.005184607821178654
female1_neutral_7a_1,-0.4884904278008361,-0.3124398518210879,-0.05815495767626573,-0.02767582235537433
female1_neutral_8a_1,0.7398213240797655,0.034767789308087674,0.08797393856638001,0.006443785430504328
female1_neutral_9a_1,-0.2486682428571392,0.2790477159507586,-0.03732950290762496,0.25999215596450814
female1_sad_10a_1,-0.15143181734381111,0.2062537582976221,-0.012766095045520984,0.0019446668357833469
female1_sad_11a_1,-0.29525872946515264,-0.3164442581779655,-0.011547923910617711,-0.004544501606097378
female1_sad_12a_1,-0.10274032723640893,-0.3203459370311594,-0.011596589464323579,-0.0029719617804518164
female1_sad_13a_1,0.6103076412796763,0.30687231362059186,0.07314369177942256,0.0031850352237833587
female1_sad_14a_1,0.570460383410482,0.2501146608969519,0.06508750084729276,0.0033448590672577865
female1_sad_15a_1,0.07379231047556127,0.1503583372763445,0.0076519608589405074,0.0014475696698703193
female1_sad_1a_1,0.3316438807584501,0.4603029019419711,0.018110689427799705,0.007227782914106421
female1_sad_2a_1,0.3963681341405712,-0.00600459831056283,0.01613948863283907,-2.5638039704413498e-05
female1_sad_3a_1,0.41350761401613806,0.16279374813649544,0.02202285132423687,0.0019997131952119024
female1_sad_4a_1,0.5863631934356578,-0.07203424015376808,0.04269783195566102,-0.0005444931366024341
female1_sad_5a_1,0.6320253335740889,-0.1602424347652328,0.0641442190482665,-0.002486749879292248
female1_sad_6a_1,0.002386020611152459,0.3692942805377804,5.431229529907727e-05,0.004156391158766436
female1_sad_7a_1,0.061869345737020215,-0.21011844138798544,0.006470273949487506,-0.0031123292054616447
female1_sad_8a_1,-0.08884668801281563,-0.27098211392883753,-0.0025874875842848573,-0.003283752647167717
female1_sad_9a_1,0.5429772919910796,,0.019767231507189866,
